,created_at,tweet_text
0,2021-05-14 13:08:13,"['今週もお疲れ様でした', 'shotoniphon', 'fda', 'airplan', 'airplanwindow', '飛行機からの景色', '飛行', 'traveljapan', 'japantravel', '日本旅遊', '飛機降落', 'httpstcob5dumvc4uj', 'httpstcoi5b1ountsq']"
1,2021-05-12 00:08:36,"['おはようございます', 'shotoniphon', 'fda', 'fujidreamairlin', '岩手', '岩手県', 'vtuber', '岩手さちこ', '飛行機', 'traveljapan', '日本旅行', 'airplanephoto', 'httpstcogv3kt8ci8i', 'httpstcoqjsa5rzfzg']"
2,2021-05-10 13:08:22,"['fdaさん飛行機ドアの隣に岩手さちこ、めっちゃ面白い！', 'shotoniphon', 'fda', 'fujidreamairlin', '岩手', '岩手県', 'vtuber', '岩手さちこ', 'vsco', '飛行機', 'traveljapan', '日本旅行', 'httpstcoaidvvvmsvh', 'httpstcoihvhnwgwha']"
3,2021-05-09 09:08:22,"['初fda', 'shotoniphon', 'aomori', 'airport', 'fda', 'fujidreamairlin', '青森', '青森空港', '空港', 'vsco', '飛行機', 'traveljapan', '日本旅行', 'httpstcoelx4xya284', 'httpstcoaddz7dy0i6']"
4,2021-05-06 13:08:41,"['弘前公園', '青森', '桜', '花見', 'cherryblossom', 'sakura', 'hirosakipark', 'aomori', 'shotoniphon', 'travelphotographi', 'traveljapan', '日本旅遊', '賞櫻', 'httpstcogpylvvv6tg', 'httpstcoqf9zhdncyy']"
5,2021-05-05 13:08:40,"['弘前公園', '青森', '桜', '花見', 'cherryblossom', 'sakura', 'hirosakipark', 'aomori', 'shotoniphon', 'travelphotographi', 'traveljapan', '日本旅遊', '賞櫻', 'httpstcozqwbhnqhdg', 'httpstcoobgnguvffi']"
6,2021-05-04 14:08:16,"['弘前公園', '弘前城', '青森', '桜', '花見', 'cherryblossom', 'sakura', 'aomori', 'castl', 'hirosakicastl', 'shotoniphon', 'travelphotographi', 'traveljapan', '日本旅遊', '賞櫻', 'httpstcocngtqcj3eg', 'httpstcojmft6wjjs4']"
7,2021-05-02 08:01:27,"['フェリーさんふらわあの記事上げました', 'フェリー', 'フェリーさんふらわあ', '渡輪', '神戶', '大分', 'httpstcoagdwaw4vyg']"
8,2021-04-25 13:17:55,"['shellegenenchu', '借りるの？駅員に？']"
9,2021-04-24 02:55:26,['なんかアカウント名が長すぎて適当に短縮してみた、読みやすくなるかな']
