,screen_name,followers_count
0,71Jccp,288
1,danii_torrest,24
2,ndresaenz7,126
3,camilosalinasv,123
4,StellaSyndrome,548
5,berdubeats,815
6,SamGuzm18959014,330
7,MyFantasyTeamMX,139
8,_ferAgarr,469
9,Tinktura_media,169
10,WorldShakifans,155414
11,ZaYarS,381
12,mgmontoy,86
13,MrCatadorMen,212
14,PlayeradelPRI,104
15,hu3_v05_pu705,22
16,its_ariamusic,130
17,AdolfoSincolor,154
18,JuanCMiranda12,6
19,cafe_tardes,48
20,danielalanfdz,84
21,arellanee,141
22,chicoplur,2515
23,drishotz,252
24,alexiiamr,1
25,JUANCAR62507786,1
26,DafneAg75236328,10
27,BonHaus,15550
28,rivootriil,43
29,DanielareaRea,12913
30,Toomart31542236,5
31,lucas_per7,57
32,amarelamanga,420
33,eirorich13,357
34,sudandochanel,2
35,el_eme,227
36,AlexandraRss2,11
37,astrou__,2622
38,_noyolita,456
39,chinampa,11405
40,SimuladorDVuelo,16965
41,HolaRivieraMaya,5540
42,losalananaya,10830
43,DanikaMcklar,285
44,elinaares,116
45,Carolin60638970,2
46,Santo857,486
47,natiromer0,169
48,arturo_chiva,28
49,SammDho,319
50,pamsytraxy,222
51,issaincontrols,377
52,jebimerol,255
53,MaadFuentes,373
54,STGhettoKids,204
55,chikles_,1899
56,vivi_alto,6367
57,CEOEMPIREGENIUS,851
58,TyroneBFelix1,96
59,Pincheemamon,24088
60,muertosmagicos,24
61,ElReyPicks,37343
62,gambiswambis,299
63,EnriqueTinocoG,64
64,Winteerbones,285
65,H_Aceves,542
66,erickrack,267
67,yamir_oficial,24
68,ciervovulnerado,33302
69,_Suheyl,2341
70,Memerreo,216
71,betito_,1918
72,MoissPinedaFue1,18
73,FrankEsMiNombre,40164
74,trinodj,6893
75,Zstylo,328
76,217Pekas,11
77,NilzaRojasA,467
78,MAKENNAmx,484
79,RotaDatos,56532
80,conlechuguita,1522
81,yazramos,163
82,marchelg,795
83,ChelMayaMx,1376
84,LaPollyMolly,12167
85,COLEdotFLOW,792
86,JoseAntes,180
87,llorarYllorar_,26
88,Diego50909927,7
89,morablo,9515
90,luisfloresanreb,13
91,soygiovanna,1632
92,LuisDz_,2893
93,GhettoKids_,8547
94,arenita0818,2031
95,FerPinedaa,117
96,REDPACK_mkt,7693
97,mawbb_,1202
98,molilaura21,525
99,DiaIlustracion,1388
100,angiedg85,630
101,jugm99,30
102,LiloJamesTattoo,10
103,LrtSmnth,180
104,bgrmISe68MXFdLY,4
105,Gabbyscori,204
106,molidh,6
107,ManotasKing,1423
108,cacurnio,2123
109,FerReyes2710,18
110,MeeshelMar,277
111,JorgeNSolis,17960
112,eddikz,469
113,agrioelmamado,91
114,SamDiVs,543
115,Ground_mx,174
116,iFernandaMont,50182
117,JanixRab,97
118,HelveticoBlack,301
119,BBVARe_mx,119733
120,farrelnessen1,22
121,Ale0909k,96
122,House_of_Coco,17447
123,angie_suley,559
124,mariaciento38,3345
125,BUCNbaseball,7229
126,jafrias26,339
127,elcricket_,293
128,tisbebt,517
129,19Jarillo,27
130,solopawis,23317
131,ceeboutiquee,376
132,EDGARBONGANI2,7
133,victorelperre,7052
134,adrianvllz,42838
135,ViannAmm,145
136,RadiusPromotora,505
137,BentezAdriana,296
138,Mangadelmuerto,1421
139,Mezcalero_,19388
140,ToySelectah,58874
141,rosemarieriess1,367
142,ginabuentiempo,4815
143,goldypacholokq2,1101
144,CusazCorporativ,650
145,the_real_simpso,1133
146,astridmachado,1205
147,postedin,5058
148,ElDivanDelCopy,15719
149,KarinaYebra,264
150,ojosdesol,961
151,toneolvera,2078
152,pitagoras1977,26
153,KichinkAyuda,28750
154,PaulinnBarcenas,94
155,Sonorama_Mx,5
156,qweensirena,1644
157,LaNuriCocodrilo,186
158,evil_tuin,412
159,ferpala,423
160,zombihead,6
161,Capallini,39
162,danigarmusic,702
163,PinshiChino,103
164,efrax99,331
165,JohnnieRozzay,67
166,chaberucitaroja,1110
167,VECIMX,1151
168,miryrosales,206
169,GuillermoGarzaG,65
170,BalbuenaAvila,10
171,MarioCastilla,892
172,krystlpz,17
173,789Emmanuel,36
174,AdvertisingNws,1067
175,ayudaizzi,79078
176,11Gazo,6
177,gerardo_rivera,342
178,PNurun,5
179,espejation,269
180,Binsalis021,35
181,faraone_julieta,2268
182,EspectroBeat,529
183,JuanJavierMH,4
184,POORRTTEESS,405
185,Nayelisv1,128
186,AdrianGM994,5
187,tiyat13,771
188,MexaToxica,443
189,UnBuenBro,125
190,Single895,221
191,ese_memito,146
192,helimotivos,910
193,songashare,379
194,josealberto2401,5
195,JosManu2602,52
196,host_wise,2142
197,mmiraberb35,1
198,aryramoz,605
199,MiguelA39970065,7
200,alanlengualerta,21
201,FakelightBeats,65
202,OneDayOnePoster,2319
203,juanded83286582,28
204,MorrasLoveFood,15
205,Jacksingermx,255
206,SusanaOlvera_,1359
207,AndreyElTroller,179
208,chlm_jp13,35
209,Ricardo351672,2
210,TheGreatJay5ive,909
211,martinhmiranda,11
212,NaviaRest,2078
213,CiguaPalmera_mx,210
214,RosieHazelbaker,56
215,soyninonauta,18026
216,ElDe_Digital,1
217,Shamine87,1191
218,ChavitaIglesias,682
219,chipotlemedia,280
220,Manuelldeleon,6
221,TheAmazingGifs,37041
222,Magicajs,5
223,SMWMexico,3221
224,comma_congreso,114
225,TheRealMrRobot,97
226,Sasyseba,20
227,Soulnetnet,633
228,DallanDialeri,57
229,JosexGomez,18
230,am08469190,4
231,AdsocialMkt,1236
232,RisaterapiaMX,25828
233,19f0d1dfa62b4f3,13
234,SparklingAd,2732
235,yoilooklikeboi,25
236,Carelaa,509
237,Sportjourru,237
238,PublicisMex,9484
239,yujo_com_mx,988
240,rochsmond_rsg,377
241,Doridzilla,144
242,Moncemid,32
243,MUNDO_ZOMBI,91
244,origenesdelrio,32
245,panchopeniche,12
246,rivcon02,26
247,SantiCauich28,59
248,SantoralR14,16
249,TECNOLOGIA373,63
250,imrahimovic11,16
251,ELGRANESE,428
252,ElAlmacen_mx,404
253,claudis_ml_,1925
254,chipirisdrupis,780
255,juliethlugo_,412
256,gorandallgo,223
257,GarnachaDF,1408
258,TheSteelersLife,670
259,SamuelM16326135,4
260,ChristBoost,3
261,mapctest,3
262,moonbeam_mexico,15
263,virginmobilemx,50843
264,MONQUISOFICIAL,17698
265,_diegorm,240
266,douradotbs,237
267,Guiscafre,6856
268,jesslima_w,583
269,ElizaRuiza,289
270,Grase2112Grase,11
271,aytoscks,667
272,TinderBadoo,334
273,UnHuesoPara,2
274,gizmouh,402
275,lickosmx,151
276,serranoavil,2042
277,porqueyolotl,118
278,7ElevenMexico,116070
279,Mujerdepocafe,31496
280,martinsegpub,3
281,waldo_munoz,91
282,Daibel_Torres,211
283,MADHYPEMX,202
284,LacyLucy_,118
285,enzog957,148
286,temazcalni1,37
287,1joaobeta,277
288,MxJhiphop,96
289,nayeisandoval,73
290,christogonu,10
291,marianawisman,1047
292,rcabral1112,649
293,AndresMirandaOf,427
294,edcrg,44
295,enemigodelclick,85
